,task1,task2,epoch,step,images_needed,target test acc,reached test acc,Label index0,Label index1,Label index2,Label index3,Label index4,Label index5,Label index6,Label index7,Label index8,Label index9
2560,"[0, 2, 3, 7]","[1, 4, 8, 9]",19,30,0,97.68833333333332,84.02453987730061,,,,,,,,,,
2561,"[0, 2, 5]","[1, 4, 6, 7]",19,26,0,98.10333333333332,89.53903239617526,,,,,,,,,,
2562,"[0, 1, 2, 8]","[3, 5, 6]",19,26,0,97.58666666666667,81.12018335482023,,,,,,,,,,
2563,"[0, 7]","[1, 2, 4, 6, 8]",19,26,0,97.705,87.38891239949217,,,,,,,,,,
2564,"[0, 4, 8]","[1, 3, 5, 6, 7]",19,30,0,97.68333333333334,80.42467646689283,,,,,,,,,,
2565,"[1, 4, 6, 9]","[2, 3, 8]",19,26,0,98.17666666666666,79.15492957746478,,,,,,,,,,
2566,"[1, 4, 5, 7]","[2, 3, 6, 9]",19,30,0,97.81833333333331,84.21575938354462,,,,,,,,,,
2567,"[2, 4, 6]","[3, 5, 8, 9]",19,25,0,97.71,76.03908414758641,,,,,,,,,,
2568,"[0, 1, 3, 5]","[2, 4, 7]",19,26,0,97.705,87.80280492987676,,,,,,,,,,
2569,"[0, 4, 9]","[1, 2, 6, 7, 8]",19,30,0,97.77833333333334,85.50259323289701,,,,,,,,,,
2570,"[0, 2, 4, 5]","[1, 6]",19,22,0,97.47333333333331,87.94112727880916,,,,,,,,,,
2571,"[0, 9]","[1, 2, 7]",19,19,0,97.45,90.79861111111111,,,,,,,,,,
2572,"[0, 2, 5, 6, 9]","[1, 3, 4, 8]",19,33,0,97.52,80.53945608559965,,,,,,,,,,
2573,"[0, 8]","[1, 2, 4, 7, 9]",19,26,0,98.10333333333332,86.86274509803921,,,,,,,,,,
2574,"[1, 2, 3, 5, 6, 9]","[4, 7, 8]",19,33,0,97.76833333333332,79.03547671840356,,,,,,,,,,
2575,"[0, 2, 4, 5, 8, 9]","[1, 3, 7]",19,33,0,97.93833333333332,81.61911081619111,,,,,,,,,,
2576,"[1, 7, 9]","[2, 3, 8]",19,23,0,97.81833333333331,82.0458952811894,,,,,,,,,,
2577,"[0, 4, 7]","[1, 2, 6, 8, 9]",19,30,0,97.80833333333334,86.14472709310941,,,,,,,,,,
2578,"[0, 8]","[1, 3, 4, 5, 6, 7, 9]",19,33,0,97.71333333333332,84.64540588760036,,,,,,,,,,
2579,"[0, 5, 8]","[1, 2, 4, 7, 9]",19,30,0,97.77833333333334,84.4621513944223,,,,,,,,,,
2580,"[1, 4, 7, 8, 9]","[2, 3, 6]",19,30,0,97.46666666666668,83.05856299212599,,,,,,,,,,
2581,"[1, 2]","[3, 5, 6, 7, 8]",19,26,0,97.89833333333333,77.15179968701096,,,,,,,,,,
2582,"[0, 1, 2, 3, 5, 6]","[4, 7, 9]",19,33,0,97.84666666666666,84.46709505871925,,,,,,,,,,
2583,"[0, 1, 7, 8]","[2, 3, 6, 9]",19,30,0,97.46666666666668,83.34974157026828,,,,,,,,,,
2584,"[0, 4, 5, 8]","[1, 3, 6]",19,26,0,97.52166666666666,76.74217284663108,,,,,,,,,,
2585,"[0, 1, 9]","[2, 3, 5, 8]",19,26,0,97.705,84.68430034129693,,,,,,,,,,
2586,"[1, 2, 6]","[3, 4, 8, 9]",19,26,0,97.58666666666667,79.45070422535211,,,,,,,,,,
2587,"[0, 3, 6, 7, 9]","[1, 2, 8]",19,30,0,97.44166666666668,84.29731725326114,,,,,,,,,,
2588,"[0, 5]","[1, 3, 4, 6, 7, 8, 9]",19,33,0,98.11,84.05441570026761,,,,,,,,,,
2589,"[0, 6, 7, 8]","[1, 2, 4, 5, 9]",19,33,0,97.8,82.16907675194662,,,,,,,,,,
2590,"[0, 3, 7]","[1, 2, 5, 6, 8, 9]",19,33,0,98.11,77.7334220447993,,,,,,,,,,
2591,"[0, 1, 4]","[2, 3, 6, 9]",19,26,0,98.10333333333332,88.47452856740783,,,,,,,,,,
2592,"[1, 3, 5, 7, 8]","[2, 4, 6, 9]",19,33,0,97.86333333333332,78.25942350332595,,,,,,,,,,
2593,"[0, 5]","[1, 3, 4, 6, 9]",19,26,0,97.73833333333334,84.46741314958369,,,,,,,,,,
2594,"[0, 4, 5]","[1, 2, 7, 8]",19,26,0,97.77833333333334,88.09625516161185,,,,,,,,,,
2595,"[0, 5, 6, 7]","[1, 2, 4, 8]",19,29,0,97.93833333333332,83.41060017541662,,,,,,,,,,
2596,"[0, 3, 4, 5, 8]","[1, 2, 6, 9]",19,33,0,97.59,80.36112349531876,,,,,,,,,,
2597,"[0, 4, 8]","[1, 2, 5, 7, 9]",19,30,0,97.13,84.92280876494024,,,,,,,,,,
2598,"[0, 1, 4, 8]","[2, 3, 7]",19,26,0,98.01166666666668,85.81431172104747,,,,,,,,,,
2599,"[0, 8, 9]","[1, 3, 4, 5, 6]",19,29,0,97.64333333333332,78.81612090680102,,,,,,,,,,
2600,"[0, 1]","[2, 4]",19,15,0,97.69666666666666,93.82417050133203,,,,,,,,,,
2601,"[0, 1, 3, 4, 5, 8]","[2, 6, 9]",19,33,0,97.87,84.17298261257244,,,,,,,,,,
2602,"[0, 2, 6, 8, 9]","[1, 3, 7]",19,30,0,98.01166666666668,85.33103618016244,,,,,,,,,,
2603,"[0, 2, 3, 5, 8]","[1, 4, 7, 9]",19,33,0,97.87166666666668,82.36009732360098,,,,,,,,,,
2604,"[2, 5, 8]","[3, 4, 7]",19,22,0,97.84,68.58736059479554,,,,,,,,,,
2605,"[0, 1, 5, 6]","[2, 3, 8, 9]",19,29,0,97.58666666666667,84.28035043804756,,,,,,,,,,
2606,"[0, 3, 6]","[1, 2, 7, 8, 9]",19,30,0,98.12,83.2020674378538,,,,,,,,,,
2607,"[0, 3, 5, 6, 8, 9]","[1, 2, 7]",19,33,0,97.45,78.98647150144156,,,,,,,,,,
2608,"[2, 3, 6]","[4, 5, 8, 9]",19,25,0,97.855,74.88697681201691,,,,,,,,,,
2609,"[0, 6]","[1, 2, 4, 8]",19,22,0,97.94166666666668,86.61936974096683,,,,,,,,,,
2610,"[1, 5, 8, 9]","[2, 3, 7]",19,26,0,97.46666666666668,66.454802259887,,,,,,,,,,
2611,"[3, 5, 8]","[4, 6, 7, 9]",19,25,0,97.34333333333332,72.47920618707136,,,,,,,,,,
2612,"[0, 4, 8]","[1, 2, 5, 6, 7]",19,29,0,97.70833333333331,84.83899260744268,,,,,,,,,,
2613,"[0, 2, 5, 6, 7]","[1, 3, 9]",19,30,0,97.84,85.09448035803084,,,,,,,,,,
2614,"[0, 2, 4, 5]","[1, 3, 9]",19,26,0,98.095,85.73863636363637,,,,,,,,,,
2615,"[1, 6, 9]","[2, 4]",19,19,0,97.305,83.87412040656763,,,,,,,,,,
2616,"[1, 5, 7]","[2, 3, 9]",19,22,0,97.745,81.6573861775303,,,,,,,,,,
2617,"[1, 2, 5, 7]","[3, 4, 9]",19,26,0,97.68166666666669,86.07505643340858,,,,,,,,,,
2618,"[1, 7]","[2, 3, 5, 8]",19,22,0,98.11,75.19354307362872,,,,,,,,,,
2619,"[0, 3, 6, 7]","[1, 2, 8]",19,26,0,97.87333333333332,85.61191513278067,,,,,,,,,,
2620,"[0, 2, 6, 9]","[1, 4, 5]",19,26,0,97.34333333333332,86.29078420148826,,,,,,,,,,
2621,"[1, 6, 7]","[2, 3, 9]",19,23,0,97.87166666666668,84.47828904731044,,,,,,,,,,
2622,"[0, 1, 2, 4, 5, 9]","[3, 6, 8]",19,33,0,97.87166666666668,82.66830138207757,,,,,,,,,,
2623,"[0, 2, 9]","[1, 4, 5, 6, 7]",19,30,0,97.58666666666667,87.08832335329342,,,,,,,,,,
2624,"[0, 4, 5, 9]","[1, 2, 6, 8]",19,29,0,97.77833333333334,82.98166289876914,,,,,,,,,,
2625,"[0, 3, 5, 9]","[1, 2, 8]",19,26,0,97.87166666666668,84.3287827076223,,,,,,,,,,
2626,"[0, 6, 7, 8]","[1, 2, 5, 9]",19,30,0,97.68166666666669,82.94205794205794,,,,,,,,,,
2627,"[0, 7, 8]","[1, 2, 4, 6, 9]",19,30,0,97.22166666666666,86.71276858483577,,,,,,,,,,
2628,"[0, 1, 2, 4]","[3, 5, 7, 9]",19,30,0,97.84,84.59345562716906,,,,,,,,,,
2629,"[0, 2, 3, 6, 7]","[1, 4, 8, 9]",19,34,0,98.10333333333332,83.25647782169521,,,,,,,,,,
2630,"[0, 4, 5, 8, 9]","[1, 2, 6, 7]",19,33,0,97.88,84.22691879866518,,,,,,,,,,
2631,"[0, 1, 2, 3]","[4, 5, 9]",19,26,0,97.84,84.92897727272727,,,,,,,,,,
2632,"[1, 6, 8]","[2, 3, 7]",19,23,0,97.76833333333332,84.35717777415675,,,,,,,,,,
2633,"[0, 2, 3, 8]","[1, 5]",19,22,0,97.08833333333334,81.05595218329736,,,,,,,,,,
2634,"[0, 1, 6]","[2, 3, 5, 7, 8]",19,30,0,97.58666666666667,80.9714071669372,,,,,,,,,,
2635,"[0, 4, 5, 7]","[1, 2, 8]",19,26,0,97.08833333333334,87.78299871849637,,,,,,,,,,
2636,"[0, 1, 5, 7, 8]","[2, 3, 4, 9]",19,33,0,97.77833333333334,82.31585932315859,,,,,,,,,,
2637,"[0, 1, 2]","[3, 4, 6, 7, 9]",19,30,0,97.69666666666666,86.5502827637079,,,,,,,,,,
2638,"[0, 1, 8]","[2, 3, 5, 6, 7]",19,30,0,98.06666666666666,77.41291047571482,,,,,,,,,,
2639,"[0, 3, 4, 7, 9]","[1, 2, 8]",19,30,0,97.32166666666666,83.71779141104294,,,,,,,,,,
2640,"[0, 1, 2, 5, 6]","[3, 4, 9]",19,29,0,98.06666666666666,83.42085521380345,,,,,,,,,,
2641,"[1, 8]","[2, 3, 6]",19,19,0,97.56666666666666,83.10824036014876,,,,,,,,,,
2642,"[0, 1, 3, 6, 7]","[2, 4, 8]",19,30,0,98.06666666666666,86.04766020496358,,,,,,,,,,
2643,"[2, 4, 5, 6, 8]","[3, 7, 9]",19,29,0,97.44666666666669,74.47051363348129,,,,,,,,,,
2644,"[0, 6]","[1, 2, 4, 5, 8, 9]",19,29,0,97.90666666666668,83.13237879929666,,,,,,,,,,
2645,"[0, 2, 5]","[1, 3, 8, 9]",19,26,0,98.12,83.19112627986348,,,,,,,,,,
2646,"[0, 9]","[1, 2, 4, 5, 7]",19,26,0,97.81,88.89203740436385,,,,,,,,,,
2647,"[0, 1, 6, 9]","[2, 3, 5, 7]",19,30,0,97.65,84.52262555942318,,,,,,,,,,
2648,"[0, 5, 6]","[1, 3]",19,18,0,97.61833333333333,85.2462311557789,,,,,,,,,,
2649,"[2, 3, 5, 6, 8]","[4, 7, 9]",19,29,0,97.81833333333331,74.62270133164236,,,,,,,,,,
2650,"[0, 2, 5, 7]","[1, 3, 6, 8, 9]",19,33,0,98.01166666666668,80.18407629186072,,,,,,,,,,
2651,"[2, 3, 5]","[4, 6, 9]",19,22,0,98.0,77.97042325344212,,,,,,,,,,
2652,"[0, 2, 3, 5, 7, 8]","[1, 4, 9]",19,33,0,97.755,81.68546781685467,,,,,,,,,,
2653,"[1, 5, 6, 8]","[2, 3, 9]",19,26,0,98.12,82.48216833095577,,,,,,,,,,
2654,"[0, 4, 8, 9]","[1, 3]",19,22,0,98.01166666666668,80.6896551724138,,,,,,,,,,
2655,"[0, 2, 3, 5, 6]","[1, 4, 8]",19,29,0,98.32166666666666,84.22705010674369,,,,,,,,,,
2656,"[0, 2, 3, 5, 8]","[1, 4, 7]",19,30,0,97.47333333333331,82.11129092493465,,,,,,,,,,
2657,"[1, 5, 7, 9]","[2, 3, 6]",19,26,0,97.225,80.01132502831257,,,,,,,,,,
2658,"[0, 2, 3, 5]","[1, 4, 7, 9]",19,30,0,98.09,85.33713435795737,,,,,,,,,,
2659,"[1, 8]","[2, 3, 5, 6, 9]",19,26,0,97.945,81.65477888730385,,,,,,,,,,
2660,"[0, 1, 3, 9]","[2, 4, 8]",19,26,0,97.84666666666666,84.00730131985398,,,,,,,,,,
2661,"[0, 2, 6, 9]","[1, 3, 5, 7, 8]",19,33,0,97.93833333333332,78.05500110889334,,,,,,,,,,
2662,"[0, 1, 2, 4, 6, 7]","[3, 5, 9]",19,33,0,97.94166666666668,87.09284289829382,,,,,,,,,,
2663,"[0, 1, 2, 3, 6, 9]","[4, 5, 8]",19,33,0,98.065,82.74632189032546,,,,,,,,,,
2664,"[1, 3, 5, 9]","[2, 4, 6, 8]",19,29,0,97.97333333333331,80.25525525525525,,,,,,,,,,
2665,"[0, 1, 2, 6, 9]","[3, 4, 8]",19,30,0,97.65,83.77475247524752,,,,,,,,,,
2666,"[0, 4, 6, 9]","[1, 2, 5, 7]",19,30,0,97.385,85.47904191616766,,,,,,,,,,
2667,"[0, 7, 8, 9]","[1, 2, 4, 5, 6]",19,33,0,97.945,82.91434927697442,,,,,,,,,,
2668,"[0, 2, 3, 6, 9]","[1, 4, 7, 8]",19,34,0,97.805,84.12384716732542,,,,,,,,,,
2669,"[1, 2, 3, 4]","[5, 6, 8]",19,26,0,97.49833333333332,79.19232421595302,,,,,,,,,,
2670,"[0, 1, 4, 6, 9]","[2, 3, 7, 8]",19,34,0,98.01666666666668,84.72771190162494,,,,,,,,,,
2671,"[0, 5, 6, 7, 8]","[1, 2, 4]",19,29,0,97.87166666666668,85.90402205237439,,,,,,,,,,
2672,"[0, 1, 2, 6]","[3, 4, 7]",19,26,0,97.945,87.2140350877193,,,,,,,,,,
2673,"[0, 2, 4, 5]","[1, 3, 8, 9]",19,29,0,97.77,80.77115048664837,,,,,,,,,,
2674,"[1, 2, 3, 5]","[4, 6, 8]",19,26,0,97.89166666666668,78.67678648145497,,,,,,,,,,
2675,"[1, 8]","[2, 3, 6, 7]",19,23,0,97.945,84.308293954701,,,,,,,,,,
2676,"[0, 2, 9]","[1, 4]",19,19,0,97.84166666666668,88.84780070066174,,,,,,,,,,
2677,"[1, 4, 5, 6, 7]","[2, 3, 8, 9]",19,33,0,97.755,78.90243902439025,,,,,,,,,,
2678,"[2, 4, 8]","[3, 5, 9]",19,22,0,97.84,77.47075775555179,,,,,,,,,,
2679,"[2, 6]","[3, 5, 7]",19,18,0,97.83,79.3089430894309,,,,,,,,,,
2680,"[0, 3]","[1, 4, 5, 6, 7, 9]",19,30,0,97.79833333333332,86.31473605203904,,,,,,,,,,
2681,"[0, 1, 3, 5, 8]","[2, 4, 7]",19,30,0,97.86666666666667,81.63824225071579,,,,,,,,,,
2682,"[0, 1, 8]","[2, 3, 7]",19,23,0,97.46166666666667,84.8676733235915,,,,,,,,,,
2683,"[1, 5, 6]","[2, 3, 7, 8]",19,26,0,97.855,78.37530231896429,,,,,,,,,,
2684,"[0, 1, 5, 9]","[2, 4]",19,22,0,97.86333333333332,86.38474295190713,,,,,,,,,,
2685,"[0, 1]","[2, 3, 7, 8, 9]",19,26,0,97.885,83.41238839285714,,,,,,,,,,
2686,"[0, 3, 5, 6]","[1, 4]",19,22,0,97.945,87.91337921772704,,,,,,,,,,
2687,"[0, 2, 5, 7]","[1, 4, 6]",19,26,0,97.58666666666667,88.9681746824604,,,,,,,,,,
2688,"[0, 2, 8, 9]","[1, 3, 5, 6, 7]",19,33,0,97.65,79.62962962962963,,,,,,,,,,
2689,"[1, 3, 4]","[2, 5, 8, 9]",19,26,0,97.97166666666666,75.31987489337504,,,,,,,,,,
2690,"[0, 1, 5, 8]","[2, 4, 6]",19,26,0,98.01166666666668,85.157485977276,,,,,,,,,,
2691,"[1, 5]","[2, 3, 6, 7, 8]",19,26,0,97.69666666666666,76.89571774078816,,,,,,,,,,
2692,"[0, 1, 2, 5, 7]","[3, 4, 6, 9]",19,33,0,97.64333333333332,85.61932195878573,,,,,,,,,,
2693,"[0, 2, 4, 8, 9]","[1, 3, 6]",19,30,0,97.945,84.22029702970298,,,,,,,,,,
2694,"[2, 7]","[3, 4, 8, 9]",19,22,0,97.855,77.76304888152444,,,,,,,,,,
2695,"[0, 4]","[1, 2, 7, 8, 9]",19,26,0,97.58333333333331,88.59943977591035,,,,,,,,,,
2696,"[0, 5, 6, 9]","[1, 2, 7]",19,26,0,97.77333333333334,88.4276371907876,,,,,,,,,,
2697,"[1, 3, 9]","[2, 4, 6]",19,22,0,98.10333333333332,80.39503754489064,,,,,,,,,,
2698,"[0, 1, 4, 6, 8]","[2, 3, 9]",19,30,0,97.04166666666669,83.88613861386138,,,,,,,,,,
2699,"[0, 1, 2, 3, 6]","[4, 5, 7, 9]",19,33,0,97.52666666666666,85.86306226456902,,,,,,,,,,
2700,"[0, 5, 6]","[1, 2, 7, 9]",19,26,0,98.10333333333332,85.5416548194484,,,,,,,,,,
2701,"[0, 5, 6, 7, 8]","[1, 2, 9]",19,30,0,97.58666666666667,83.47902097902097,,,,,,,,,,
2702,"[0, 1, 2, 4, 5]","[3, 6, 8, 9]",19,33,0,97.92666666666666,80.21622826571556,,,,,,,,,,
2703,"[1, 2, 6]","[3, 4, 9]",19,22,0,97.58666666666667,81.99477636304276,,,,,,,,,,
2704,"[0, 2, 7, 9]","[1, 4]",19,22,0,97.90166666666669,88.51767758676614,,,,,,,,,,
2705,"[3, 6, 7, 8]","[4, 5, 9]",19,25,0,97.58666666666667,70.91784619874507,,,,,,,,,,
2706,"[2, 4]","[3, 5, 7, 9]",19,22,0,97.68166666666669,77.57433226944399,,,,,,,,,,
2707,"[0, 8, 9]","[1, 2, 4, 5, 6]",19,29,0,97.74166666666667,83.76036171816126,,,,,,,,,,
2708,"[0, 1, 6]","[2, 4, 5, 7]",19,26,0,97.56666666666666,88.45440274011702,,,,,,,,,,
2709,"[0, 4, 5, 7]","[1, 2, 6, 9]",19,30,0,97.945,87.33782435129741,,,,,,,,,,
2710,"[5, 9]","[6, 7, 8]",19,18,0,97.80833333333334,69.96502777206337,,,,,,,,,,
2711,"[0, 1, 2, 3, 5]","[4, 6, 9]",19,29,0,97.97333333333331,81.99549887471868,,,,,,,,,,
2712,"[1, 5, 7]","[2, 3, 6, 8]",19,26,0,97.90166666666669,76.39778062313273,,,,,,,,,,
2713,"[1, 7]","[2, 3, 5, 6]",19,22,0,97.86333333333332,82.79108175061933,,,,,,,,,,
2714,"[0, 2, 5, 8]","[1, 4]",19,22,0,97.855,85.17097581317765,,,,,,,,,,
2715,"[0, 4, 6]","[1, 2, 7]",19,22,0,97.92666666666666,89.55028618152086,,,,,,,,,,
2716,"[1, 2, 6]","[3, 4, 7, 9]",19,26,0,98.00666666666666,82.47134470226447,,,,,,,,,,
2717,"[0, 1, 5, 7, 9]","[2, 3, 6, 8]",19,33,0,97.84666666666666,79.44111776447106,,,,,,,,,,
2718,"[0, 2, 5, 6, 8]","[1, 3, 7, 9]",19,33,0,97.45,80.43912175648703,,,,,,,,,,
2719,"[1, 2]","[3, 5]",19,15,0,97.73333333333332,83.53403784713689,,,,,,,,,,
2720,"[1, 2, 3, 5, 6, 8]","[4, 7, 9]",19,33,0,97.8,78.45898004434589,,,,,,,,,,
2721,"[0, 3, 4, 5, 7, 8]","[1, 2, 9]",19,33,0,97.32333333333332,81.04401681044017,,,,,,,,,,
2722,"[1, 3]","[2, 4, 6, 8, 9]",19,26,0,97.58333333333331,79.35211267605634,,,,,,,,,,
2723,"[0, 4, 8]","[1, 2, 6, 7, 9]",19,30,0,97.65,86.81155840948382,,,,,,,,,,
2724,"[0, 7, 8, 9]","[1, 2, 5]",19,26,0,97.21166666666666,84.72340425531914,,,,,,,,,,
2725,"[0, 3, 4]","[1, 5, 6, 7]",19,26,0,97.56666666666666,87.22977809591983,,,,,,,,,,
2726,"[0, 2, 9]","[1, 3, 5, 7, 8]",19,30,0,97.79,79.24317617866005,,,,,,,,,,
2727,"[0, 3, 5, 6]","[1, 2, 9]",19,26,0,97.58666666666667,84.47833523375142,,,,,,,,,,
2728,"[0, 2, 4, 5, 6, 9]","[1, 3, 8]",19,33,0,98.10333333333332,81.58716005349977,,,,,,,,,,
2729,"[0, 3, 6, 9]","[1, 2, 5]",19,26,0,97.81,85.00570125427595,,,,,,,,,,
2730,"[3, 7, 9]","[4, 5, 6, 8]",19,25,0,97.58333333333331,72.15817889975193,,,,,,,,,,
2731,"[0, 9]","[1, 3, 4, 5, 8]",19,26,0,97.665,80.16327699799484,,,,,,,,,,
2732,"[0, 4, 6, 8]","[1, 3]",19,22,0,97.84,85.72611359496605,,,,,,,,,,
2733,"[0, 1]","[2, 4, 5, 7]",19,22,0,97.855,91.27128450983633,,,,,,,,,,
2734,"[0, 2, 3, 4, 7]","[1, 5, 8]",19,30,0,97.31833333333331,82.07394497697,,,,,,,,,,
2735,"[0, 4, 5, 9]","[1, 2, 6, 7, 8]",19,33,0,97.705,83.59288097886541,,,,,,,,,,
2736,"[1, 2, 5, 8]","[3, 4, 9]",19,26,0,97.74166666666667,78.80295706568099,,,,,,,,,,
2737,"[0, 9]","[1, 3, 4, 5, 6, 7, 8]",19,33,0,97.97333333333331,87.08742194469224,,,,,,,,,,
2738,"[0, 8]","[1, 2, 4, 5, 7, 9]",19,30,0,97.67,86.29233067729083,,,,,,,,,,
2739,"[0, 3, 4, 5, 7]","[1, 2, 8]",19,30,0,97.45,82.38516121000872,,,,,,,,,,
2740,"[0, 1, 9]","[2, 3, 6, 7, 8]",19,30,0,97.74166666666667,85.06030027073591,,,,,,,,,,
2741,"[0, 6, 8, 9]","[1, 2, 4]",19,26,0,97.665,87.76520509193777,,,,,,,,,,
2742,"[1, 9]","[2, 3, 6, 7]",19,23,0,97.69666666666666,85.19118600129617,,,,,,,,,,
2743,"[1, 5]","[2, 3, 7]",19,19,0,97.87166666666668,77.53580537571119,,,,,,,,,,
2744,"[4, 7]","[5, 6, 8, 9]",19,22,0,97.445,67.77340407325005,,,,,,,,,,
2745,"[1, 2, 3, 6, 9]","[4, 5, 7, 8]",19,33,0,97.58666666666667,83.05986696230599,,,,,,,,,,
2746,"[0, 2, 4]","[1, 3, 7, 8, 9]",19,30,0,97.73833333333334,84.25766871165644,,,,,,,,,,
2747,"[0, 3, 8, 9]","[1, 2, 6, 7]",19,30,0,97.755,84.78956436130937,,,,,,,,,,
2748,"[0, 5]","[1, 2, 6]",19,18,0,98.11,90.47428457074244,,,,,,,,,,
2749,"[0, 1, 3, 8, 9]","[2, 4, 7]",19,30,0,97.56666666666666,84.24539877300613,,,,,,,,,,
2750,"[0, 1, 7]","[2, 4, 5]",19,22,0,97.84,91.42006943296413,,,,,,,,,,
2751,"[1, 6, 8, 9]","[2, 3, 5]",19,26,0,97.89833333333333,81.62624821683309,,,,,,,,,,
2752,"[0, 2, 5, 9]","[1, 4, 6]",19,26,0,97.785,85.50372066399542,,,,,,,,,,
2753,"[0, 5, 7, 8, 9]","[1, 2, 4]",19,30,0,97.945,85.62001992031873,,,,,,,,,,
2754,"[0, 1, 4, 6, 7, 9]","[2, 3, 8]",19,34,0,97.50333333333332,84.66183574879227,,,,,,,,,,
2755,"[0, 3, 7, 8]","[1, 2, 9]",19,26,0,97.56666666666666,83.95647321428571,,,,,,,,,,
2756,"[0, 5, 7, 8]","[1, 2, 4]",19,26,0,97.74166666666667,87.44126441691584,,,,,,,,,,
2757,"[2, 4, 7]","[3, 5, 9]",19,22,0,98.10333333333332,76.18007727196373,,,,,,,,,,
2758,"[0, 1, 7, 8, 9]","[2, 3, 6]",19,30,0,98.195,83.78045778981048,,,,,,,,,,
2759,"[1, 2, 4, 7]","[3, 5, 8, 9]",19,30,0,97.68166666666669,77.48697593649219,,,,,,,,,,
2760,"[0, 8, 9]","[1, 2, 4, 7]",19,26,0,97.74166666666667,87.88515406162465,,,,,,,,,,
2761,"[0, 2, 3]","[1, 4, 7]",19,23,0,97.87166666666668,89.26544511107508,,,,,,,,,,
2762,"[2, 6]","[3, 4, 8, 9]",19,22,0,97.8,77.98826487845767,,,,,,,,,,
2763,"[0, 3, 4, 6, 7]","[1, 2, 5, 9]",19,33,0,98.02166666666666,85.1539995568358,,,,,,,,,,
2764,"[0, 1, 2, 4, 6, 9]","[3, 5, 8]",19,33,0,97.89166666666668,81.36424431564868,,,,,,,,,,
2765,"[0, 1, 3, 5, 8, 9]","[2, 4, 7]",19,33,0,97.82666666666668,82.39327582393275,,,,,,,,,,
2766,"[3, 9]","[4, 5, 7, 8]",19,22,0,98.11,65.32654792196777,,,,,,,,,,
2767,"[0, 2, 3, 8]","[1, 4, 7, 9]",19,30,0,97.46666666666668,83.95092024539878,,,,,,,,,,
2768,"[0, 7, 8]","[1, 3]",19,19,0,97.52166666666666,84.4938560561732,,,,,,,,,,
2769,"[1, 3, 6, 8]","[2, 4, 5, 9]",19,29,0,97.92833333333331,78.62862862862863,,,,,,,,,,
2770,"[1, 2, 7, 8]","[3, 4, 5, 9]",19,30,0,97.84,78.55370875713223,,,,,,,,,,
2771,"[0, 3, 6, 9]","[1, 2, 8]",19,26,0,97.44166666666668,85.22118906734292,,,,,,,,,,
2772,"[0, 1, 3, 6, 9]","[2, 4, 7]",19,30,0,97.52666666666666,86.4150479468896,,,,,,,,,,
2773,"[0, 4, 7]","[1, 2, 5, 9]",19,26,0,97.68833333333332,87.80107679229243,,,,,,,,,,
2774,"[0, 2, 3, 6, 8]","[1, 4, 7, 9]",19,34,0,97.90166666666669,84.06895037329821,,,,,,,,,,
2775,"[0, 1, 2, 7, 9]","[3, 4, 6]",19,30,0,97.70666666666666,87.77969018932875,,,,,,,,,,
2776,"[1, 4, 7, 8]","[2, 3, 6]",19,26,0,97.56666666666666,81.64067987076837,,,,,,,,,,
2777,"[1, 4, 5, 7]","[2, 3, 9]",19,26,0,97.815,83.29571106094808,,,,,,,,,,
2778,"[0, 2, 5, 6, 8]","[1, 3, 9]",19,29,0,97.885,82.94117647058825,,,,,,,,,,
2779,"[0, 7]","[1, 3, 4, 6]",19,23,0,97.67,88.88888888888889,,,,,,,,,,
2780,"[0, 2, 5, 9]","[1, 3, 6, 8]",19,29,0,97.47333333333331,78.92365456821027,,,,,,,,,,
2781,"[0, 4, 6]","[1, 2, 5, 7]",19,26,0,97.58333333333331,89.9671756814614,,,,,,,,,,
2782,"[0, 2, 6, 7]","[1, 4]",19,22,0,97.14,89.56663941128373,,,,,,,,,,
2783,"[0, 2, 4, 6, 8]","[1, 3, 7]",19,30,0,97.77833333333334,85.44264724040005,,,,,,,,,,
2784,"[0, 1, 9]","[2, 3, 7]",19,23,0,97.69666666666666,85.8088472715531,,,,,,,,,,
2785,"[1, 3, 5, 6, 8, 9]","[2, 4, 7]",19,33,0,97.945,78.56984478935698,,,,,,,,,,
2786,"[0, 2, 6, 8]","[1, 4, 5]",19,26,0,97.945,85.12872141521646,,,,,,,,,,
2787,"[0, 2, 3, 5]","[1, 6, 7]",19,26,0,97.52166666666666,84.40653873489694,,,,,,,,,,
2788,"[1, 8, 9]","[2, 4, 5]",19,22,0,98.22,83.69853917662682,,,,,,,,,,
2789,"[0, 8, 9]","[1, 2, 4, 6]",19,26,0,97.805,86.87411598302688,,,,,,,,,,
2790,"[3, 7, 8, 9]","[4, 5, 6]",19,25,0,97.64333333333332,68.02860061287028,,,,,,,,,,
2791,"[1, 4, 6]","[2, 3, 7, 8, 9]",19,30,0,97.755,82.8863188976378,,,,,,,,,,
2792,"[0, 1]","[2, 3, 7, 9]",19,23,0,98.10333333333332,87.08427510494026,,,,,,,,,,
2793,"[0, 2, 4, 5, 6]","[1, 3, 9]",19,29,0,97.45166666666668,83.17079269817455,,,,,,,,,,
2794,"[1, 2, 4, 9]","[3, 5, 7, 8]",19,30,0,97.64333333333332,79.248325477549,,,,,,,,,,
2795,"[0, 9]","[1, 3, 4, 5]",19,22,0,97.86333333333332,83.33888149134488,,,,,,,,,,
